,Player,CurrentSalary,UpcomingSalary,Age,Tm,G,MP,3PA,3P%,TRB,BLK,STL,AST,TOV,PTS,PER,TS%,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
59,Julius Randle,18000000,18900000,25,NYK,64,32.5,3.6,0.27699999999999997,9.7,0.3,0.8,3.1,3.0,19.5,17.5,0.5379999999999999,1.0,1.7,2.7,0.7,-1.0,-0.3,0.9
60,Gary Harris,17839286,19160714,25,DEN,56,31.8,3.8,0.33299999999999996,2.9,0.3,1.4,2.1,1.1,10.4,9.7,0.519,0.5,1.7,2.2,-2.8,0.4,-2.4,-0.2
61,Allen Crabbe,17818456,0,27,TOT,37,17.6,3.2,0.303,2.1,0.1,0.4,0.9,0.5,4.6,6.0,0.47,-0.2,0.1,-0.1,-3.7,-1.5,-5.3,-0.5
62,Derrick Favors,17650000,0,28,NOP,45,24.2,0.2,0.14300000000000002,9.9,1.0,0.6,1.7,1.1,9.2,19.0,0.624,2.4,1.4,3.8,0.8,0.4,1.2,0.9
63,Reggie Jackson,17286956,0,29,TOT,23,24.2,4.9,0.39799999999999996,2.9,0.2,0.4,4.4,1.7,12.8,15.0,0.5329999999999999,0.6,0.3,0.9,1.8,-1.3,0.5,0.4
64,Andre Iguodala,17185185,15000000,36,MIA,14,18.5,1.7,0.375,3.8,1.1,0.6,2.0,1.2,4.4,11.0,0.5589999999999999,0.0,0.4,0.4,-2.5,1.9,-0.7,0.1
65,Bojan BogdanoviÃ„â€¡,17000000,17850000,30,UTA,63,33.1,7.3,0.414,4.1,0.1,0.5,2.1,2.5,20.2,15.7,0.603,2.7,1.6,4.3,1.6,-1.5,0.2,1.1
66,Evan Fournier,17000000,17000000,27,ORL,61,31.7,6.7,0.406,2.6,0.2,1.1,3.2,2.0,18.8,16.7,0.599,2.7,1.7,4.4,1.5,-0.3,1.2,1.6
67,Bismack Biyombo,17000000,0,27,CHO,53,19.4,0.0,0.0,5.8,0.9,0.2,0.9,0.9,7.4,16.1,0.57,1.5,0.9,2.4,-1.8,-0.7,-2.5,-0.1
68,Clint Capela,16456522,17500000,25,HOU,39,32.8,0.0,0.0,13.8,1.8,0.8,1.2,1.6,13.9,20.7,0.626,2.9,2.1,5.0,1.1,0.4,1.5,1.1
69,Gorgui Dieng,16229213,17287640,30,TOT,58,17.4,2.4,0.359,5.8,1.0,0.8,1.2,0.9,7.4,17.4,0.564,1.1,1.6,2.7,0.0,1.8,1.8,0.9
70,Ricky Rubio,16190476,17000000,29,PHO,57,31.6,3.3,0.35100000000000003,4.6,0.2,1.5,8.9,2.7,13.1,16.3,0.531,2.4,1.7,4.1,0.5,0.2,0.7,1.2
71,Jonas ValanÃ„ÂiÃ…Â«nas,16000000,15000000,27,MEM,62,26.3,1.3,0.36700000000000005,11.2,1.1,0.4,1.8,1.7,14.9,22.3,0.631,3.8,2.4,6.2,2.2,0.0,2.3,1.8
72,Brandon Knight,15643750,0,28,TOT,25,18.5,5.2,0.344,1.6,0.1,0.4,2.8,1.5,7.3,8.5,0.503,-0.2,0.1,-0.1,-1.8,-2.7,-4.4,-0.3
73,Eric Bledsoe,15625000,16875000,30,MIL,56,27.2,3.6,0.348,4.6,0.4,0.9,5.4,2.5,15.4,18.1,0.579,2.4,2.9,5.3,1.1,1.1,2.2,1.6
74,Dennis SchrÃƒÂ¶der,15500000,15500000,26,OKC,63,31.0,5.1,0.381,3.7,0.2,0.7,4.1,2.5,19.0,16.8,0.573,1.9,1.6,3.5,1.1,-1.2,-0.1,1.0
75,Ian Mahinmi,15450051,0,33,WAS,38,21.3,0.7,0.192,5.7,1.2,0.8,1.3,1.2,7.4,14.1,0.545,0.7,0.7,1.4,-2.7,0.0,-2.7,-0.2
76,James Johnson,15349400,16047100,32,TOT,32,19.3,2.8,0.363,3.7,1.0,0.8,2.3,1.5,8.4,14.8,0.5720000000000001,0.4,0.8,1.2,-1.1,1.1,0.0,0.3
77,Marvin Williams,15006250,0,33,TOT,52,19.4,2.8,0.361,2.8,0.5,0.7,1.1,0.5,6.1,11.4,0.585,1.0,1.0,2.1,-1.7,1.0,-0.7,0.3
78,Bobby Portis,15000000,15750000,24,NYK,66,21.1,2.8,0.358,5.1,0.3,0.5,1.5,1.1,10.1,14.6,0.53,0.9,1.0,1.9,0.1,-1.1,-1.0,0.3
79,Marcus Morris,15000000,0,30,TOT,55,31.4,5.9,0.41,5.1,0.5,0.8,1.4,1.6,17.4,14.8,0.5670000000000001,2.0,1.2,3.2,0.9,-0.8,0.1,0.9
80,Danny Green,14634146,15365854,32,LAL,61,25.1,4.9,0.37799999999999995,3.4,0.5,1.2,1.4,0.9,8.2,11.1,0.564,1.1,2.4,3.4,-0.8,1.7,0.9,1.1
81,Cody Zeller,14471910,15415730,27,CHO,58,23.1,1.3,0.24,7.1,0.4,0.7,1.5,1.3,11.1,18.8,0.5760000000000001,2.4,1.2,3.6,0.2,-0.8,-0.6,0.5
82,Eric Gordon,14057730,16869276,31,HOU,34,28.6,8.5,0.319,1.9,0.4,0.6,1.5,1.1,14.5,10.5,0.511,0.2,0.5,0.7,-1.6,-2.0,-3.6,-0.4
83,Mason Plumlee,14041096,0,29,DEN,53,17.0,0.1,0.0,5.3,0.6,0.5,2.4,1.4,7.2,19.1,0.615,1.7,1.3,3.0,0.2,2.0,2.2,1.0
84,Rudy Gay,14000000,14000000,33,SAS,60,21.5,3.1,0.314,5.4,0.5,0.4,1.7,1.3,10.0,14.4,0.545,0.6,0.9,1.5,-0.5,-1.0,-1.5,0.2
85,J.J. Redick,13486300,13013700,35,NOP,54,26.4,6.4,0.452,2.6,0.2,0.4,2.0,1.2,14.9,15.1,0.639,3.2,0.6,3.7,2.0,-1.6,0.4,0.9
86,Jordan Clarkson,13437500,0,27,TOT,63,24.2,5.6,0.368,2.7,0.2,0.7,2.0,1.3,15.1,17.9,0.583,2.6,0.9,3.5,2.7,-1.1,1.6,1.4
87,Dewayne Dedmon,13333334,13333333,30,TOT,44,17.6,2.4,0.20600000000000002,5.7,0.9,0.6,0.5,1.3,5.8,9.4,0.473,-1.0,1.1,0.1,-5.8,0.0,-5.8,-0.7
88,Solomon Hill,13258781,0,28,TOT,54,18.4,2.9,0.37799999999999995,2.9,0.2,0.7,1.8,0.9,5.4,9.8,0.542,0.4,0.9,1.3,-1.9,0.2,-1.6,0.1
89,Justise Winslow,13000000,13000000,23,MIA,11,32.0,2.5,0.222,6.6,0.5,0.6,4.0,2.2,11.3,8.6,0.44,-0.4,0.4,0.0,-3.5,-0.1,-3.5,-0.1
90,Michael Kidd-Gilchrist,13000000,0,26,TOT,21,11.0,1.0,0.25,2.6,0.2,0.1,0.6,0.6,2.5,4.2,0.401,-0.3,0.2,-0.2,-6.6,-0.9,-7.5,-0.3
91,Will Barton,12960000,13920000,29,DEN,58,33.0,5.0,0.375,6.3,0.5,1.1,3.7,1.5,15.1,15.7,0.5489999999999999,2.4,2.1,4.5,1.2,-0.1,1.2,1.5
92,Thaddeus Young,12900000,13545000,31,CHI,64,24.9,3.5,0.35600000000000004,4.9,0.4,1.4,1.8,1.6,10.3,13.3,0.521,-0.2,2.1,1.9,-1.4,0.2,-1.1,0.4
93,Courtney Lee,12759670,0,34,DAL,24,14.4,2.0,0.447,1.3,0.3,0.8,0.5,0.5,4.5,10.9,0.629,0.3,0.4,0.7,-2.1,1.6,-0.5,0.1
94,Marcus Smart,12553471,13446428,25,BOS,53,32.5,6.9,0.348,3.8,0.5,1.6,4.8,1.7,13.5,14.0,0.519,1.7,2.4,4.1,0.2,1.3,1.6,1.5
95,Terrence Ross,12500000,13500000,28,ORL,63,27.3,7.2,0.35700000000000004,3.2,0.3,1.1,1.2,1.0,14.8,14.2,0.5479999999999999,1.0,1.8,2.9,0.0,-0.3,-0.4,0.7
96,Patty Mills,12428571,13285714,31,SAS,63,22.7,6.2,0.38,1.6,0.1,0.8,1.8,0.8,11.7,14.7,0.589,2.1,0.5,2.6,1.1,-1.2,-0.1,0.7
97,Patrick Beverley,12345679,13333333,31,LAC,48,27.1,4.1,0.379,5.4,0.5,1.1,3.7,1.3,7.9,12.3,0.5539999999999999,1.4,2.0,3.4,-0.5,2.6,2.1,1.3
98,Trevor Ariza,12200000,12800000,34,TOT,53,28.2,3.9,0.37200000000000005,4.6,0.3,1.3,1.7,1.1,8.0,11.0,0.593,1.3,1.3,2.6,-1.5,0.9,-0.5,0.6
99,Dion Waiters,12100000,12650000,28,MIA,3,14.0,5.7,0.47100000000000003,3.7,0.7,0.0,1.0,1.0,9.3,13.5,0.53,-0.1,0.1,0.0,2.4,-0.6,1.8,0.0
100,Brook Lopez,12093024,12697675,31,MIL,61,26.6,4.7,0.29600000000000004,4.5,2.4,0.7,1.6,1.0,11.0,14.0,0.537,0.8,3.9,4.6,-1.1,2.8,1.8,1.5
101,Cory Joseph,12000000,12600000,28,SAC,64,24.0,2.1,0.35100000000000003,2.5,0.3,0.7,3.4,1.0,6.3,10.3,0.513,1.1,1.0,2.2,-2.1,0.3,-1.8,0.1
102,Joe Ingles,11954546,10863637,32,UTA,64,29.9,4.8,0.397,4.0,0.1,0.9,5.2,1.9,9.8,12.5,0.588,2.4,2.0,4.3,0.0,0.7,0.7,1.3
103,Kelly Olynyk,11667885,12198243,28,MIA,59,18.5,3.1,0.43200000000000005,4.4,0.3,0.6,1.6,1.1,7.7,14.7,0.64,1.7,1.5,3.2,0.1,1.0,1.1,0.8
104,Maurice Harkless,11511234,0,26,TOT,62,23.0,1.6,0.34700000000000003,3.9,0.5,0.9,1.1,0.9,5.8,9.7,0.5720000000000001,0.8,1.9,2.7,-2.6,1.9,-0.8,0.5
105,Tony Snell,11392857,12178571,28,DET,59,27.8,4.3,0.402,1.9,0.3,0.5,2.2,0.5,8.0,9.7,0.598,2.1,0.5,2.6,-1.1,-0.6,-1.8,0.1
106,Robert Covington,11301219,12138345,29,TOT,62,30.1,6.8,0.349,6.4,1.3,1.5,1.2,1.5,12.8,13.6,0.5710000000000001,0.9,2.4,3.3,-1.0,1.1,0.1,1.0
107,Meyers Leonard,11286515,0,27,MIA,49,20.1,2.4,0.429,5.1,0.3,0.3,1.1,0.7,6.1,11.1,0.64,1.0,1.1,2.1,-1.0,0.4,-0.6,0.3
108,T.J. Warren,10810000,11750000,26,IND,61,32.5,3.0,0.375,4.0,0.4,1.1,1.4,1.3,18.7,17.2,0.599,3.1,2.2,5.3,0.4,-0.2,0.2,1.1
109,Spencer Dinwiddie,10600000,11400000,26,BRK,64,31.2,6.3,0.308,3.5,0.3,0.6,6.8,2.7,20.6,17.9,0.541,3.4,1.7,5.1,2.6,-0.8,1.7,1.9
110,Jeremy Lamb,10500000,10500000,27,IND,46,28.1,3.4,0.335,4.3,0.5,1.2,2.1,1.1,12.5,14.1,0.547,0.9,1.8,2.7,-1.1,0.7,-0.4,0.5
111,Dwight Powell,10259375,10185185,28,DAL,40,26.5,1.0,0.256,5.7,0.6,0.9,1.5,0.9,9.4,16.0,0.677,2.6,1.1,3.7,0.4,1.0,1.4,0.9
112,Norman Powell,10116576,10865952,26,TOR,44,28.8,5.4,0.39799999999999996,3.7,0.4,1.3,1.8,1.5,16.4,17.4,0.629,2.2,1.9,4.2,1.4,0.9,2.3,1.4
113,Josh Richardson,10100000,10800000,26,PHI,48,30.7,4.5,0.327,3.4,0.7,0.9,3.1,1.9,13.8,12.1,0.526,0.3,1.6,1.9,-1.5,-0.2,-1.7,0.1
114,TomÃƒÂ¡Ã…Â¡ SatoranskÃƒÂ½,10000000,10000000,28,CHI,65,28.9,3.1,0.322,3.9,0.1,1.2,5.4,2.0,9.9,13.5,0.5329999999999999,1.8,1.7,3.5,-1.0,-0.2,-1.2,0.4
115,DeAndre Jordan,9881598,10375678,31,BRK,56,22.0,0.0,0.0,10.0,0.9,0.3,1.9,1.3,8.3,20.0,0.682,3.0,2.3,5.3,1.1,1.8,2.8,1.5
116,Taj Gibson,9800000,10290000,34,NYK,62,16.5,0.2,0.28600000000000003,4.3,0.5,0.4,0.8,0.8,6.1,16.1,0.61,1.8,0.8,2.6,-0.7,-0.4,-1.1,0.2
117,Zion Williamson,9757440,10245480,19,NOP,19,29.7,0.7,0.462,6.8,0.5,0.8,2.2,2.7,23.6,24.2,0.624,1.3,0.4,1.8,3.5,-1.1,2.4,0.6
118,Markelle Fultz,9745200,12288697,21,ORL,64,28.3,1.8,0.254,3.3,0.2,1.3,5.2,2.0,12.1,14.4,0.523,0.8,1.9,2.7,-1.9,0.2,-1.7,0.1
119,John Henson,9732396,0,29,TOT,40,15.0,0.9,0.222,4.1,1.1,0.6,1.4,0.9,5.5,17.0,0.578,0.6,0.8,1.4,-1.1,2.1,1.0,0.5
120,Matthew Dellavedova,9607500,0,29,CLE,57,14.4,1.6,0.231,1.3,0.0,0.4,3.2,1.0,3.1,8.1,0.46299999999999997,0.1,0.1,0.2,-3.6,-1.6,-5.2,-0.7
121,Dante Exum,9600000,9600000,24,TOT,35,13.9,1.2,0.349,1.9,0.2,0.4,1.1,0.9,4.5,10.4,0.5760000000000001,0.2,0.2,0.4,-2.5,-0.4,-2.9,-0.1
122,Deandre Ayton,9562920,10018200,21,PHO,30,33.2,0.1,0.0,12.0,1.7,0.7,1.9,2.4,19.0,20.4,0.5710000000000001,1.1,1.3,2.4,0.8,-0.4,0.5,0.6
123,Delon Wright,9473684,9000000,27,DAL,65,21.7,1.8,0.385,4.0,0.3,1.2,3.4,1.0,7.3,16.1,0.563,2.6,1.8,4.3,0.4,2.0,2.4,1.6
124,Jerami Grant,9346153,9346153,25,DEN,64,26.2,3.4,0.4,3.5,0.8,0.7,1.2,0.9,11.6,14.2,0.585,2.4,1.7,4.0,-0.1,-0.4,-0.4,0.7
125,Al-Farouq Aminu,9258000,9720900,29,ORL,18,21.1,2.0,0.25,4.8,0.4,1.0,1.2,0.9,4.3,7.6,0.395,-0.4,0.5,0.1,-4.5,1.4,-3.1,-0.1
126,George Hill,9133907,9590602,33,MIL,52,21.2,2.9,0.48,3.0,0.1,0.8,2.9,0.9,9.6,17.5,0.6679999999999999,3.2,1.9,5.1,1.8,1.4,3.2,1.5
127,Kyle Anderson,9073050,9505100,26,MEM,59,19.3,1.1,0.258,4.4,0.5,0.8,2.2,0.9,5.7,13.0,0.542,0.9,1.4,2.2,-1.3,1.9,0.6,0.7
128,Fred VanVleet,9000000,0,25,TOR,48,35.8,7.0,0.38799999999999996,3.8,0.3,1.9,6.6,2.3,17.6,16.0,0.546,2.2,2.7,4.9,1.0,1.3,2.3,1.8
129,Ja Morant,8730240,9166800,20,MEM,59,30.0,2.4,0.36700000000000005,3.5,0.3,0.9,6.9,3.2,17.6,18.0,0.568,2.2,1.2,3.4,1.6,-1.3,0.4,1.1
130,C.J. Miles,8730158,0,32,WAS,10,16.1,3.5,0.314,1.2,0.4,1.0,1.2,0.4,6.4,11.0,0.47200000000000003,0.0,0.1,0.1,-1.8,0.0,-1.9,0.0
131,Lonzo Ball,8719320,11003782,22,NOP,56,32.4,6.5,0.38299999999999995,6.2,0.5,1.4,7.0,3.1,12.4,13.7,0.529,0.7,1.9,2.6,0.4,0.6,1.0,1.3
132,E'Twaun Moore,8664928,0,30,NOP,51,18.8,3.1,0.375,2.4,0.2,0.5,1.4,0.7,8.6,11.1,0.509,0.2,0.6,0.8,-2.0,-1.0,-2.9,-0.2
133,Bogdan BogdanoviÃ„â€¡,8529386,0,27,SAC,53,28.5,7.2,0.361,3.2,0.3,1.0,3.2,1.7,14.5,14.3,0.56,1.2,1.1,2.4,0.7,-0.3,0.4,0.9
134,Tyus Jones,8408000,7965100,23,MEM,65,19.0,1.9,0.379,1.6,0.1,0.9,4.4,0.8,7.4,15.7,0.532,2.0,1.0,3.0,0.4,0.1,0.6,0.8
135,P.J. Tucker,8349039,7969537,34,HOU,64,34.4,4.0,0.37,6.9,0.5,1.1,1.6,1.0,7.1,8.7,0.58,1.8,2.2,3.9,-2.2,0.6,-1.6,0.2
136,Cristiano FelÃƒÂ­cio,8156500,7529020,27,CHI,22,17.5,0.1,0.0,4.6,0.1,0.5,0.7,0.8,3.9,12.8,0.6709999999999999,0.7,0.3,1.0,-1.4,-1.6,-3.0,-0.1
137,Ben Simmons,8113930,29250000,23,PHI,54,35.7,0.1,0.33299999999999996,7.8,0.6,2.1,8.2,3.6,16.7,20.8,0.608,3.8,3.2,7.0,1.4,2.4,3.9,2.9
138,Kentavious Caldwell-Pope,8089282,8493746,26,LAL,63,25.4,3.5,0.39399999999999996,2.1,0.2,0.8,1.7,0.9,9.5,11.6,0.5920000000000001,2.0,1.8,3.8,-0.8,0.5,-0.3,0.7
139,Maxi Kleber,8000000,8250000,28,DAL,66,25.7,4.3,0.374,5.4,1.2,0.3,1.2,0.7,9.2,13.8,0.603,2.9,1.7,4.6,0.5,0.2,0.6,1.1
140,Lou Williams,8000000,8000000,33,LAC,60,29.3,4.9,0.363,3.1,0.2,0.7,5.7,2.9,18.7,17.2,0.546,2.2,1.7,3.9,2.1,-1.4,0.8,1.2
141,Elfrid Payton,8000000,8000000,25,NYK,45,27.7,1.5,0.203,4.7,0.4,1.6,7.2,2.1,10.0,16.0,0.47,0.5,1.2,1.7,-0.3,0.3,0.0,0.6
142,Thomas Bryant,7936508,8333333,22,WAS,38,23.7,1.4,0.40700000000000003,6.8,0.9,0.4,1.9,1.3,12.1,20.0,0.659,2.4,0.5,2.9,2.1,-1.2,0.9,0.7
143,RJ Barrett,7839960,8231760,19,NYK,56,30.4,3.5,0.32,5.0,0.3,1.0,2.6,2.2,14.3,10.7,0.479,-1.6,1.1,-0.5,-2.8,-1.5,-4.3,-1.0
144,Jayson Tatum,7830000,9897120,21,BOS,59,34.6,7.1,0.39799999999999996,7.1,0.9,1.4,2.9,2.2,23.6,20.3,0.562,2.9,3.4,6.2,3.3,0.6,3.9,3.0
145,Jae Crowder,7815533,0,29,TOT,58,29.2,6.1,0.318,6.1,0.4,1.2,2.6,1.1,10.4,12.1,0.532,1.2,2.0,3.2,-0.9,0.3,-0.6,0.6
146,Wayne Ellington,7804878,8195122,32,NYK,36,15.5,4.0,0.35,1.8,0.1,0.4,1.2,0.5,5.1,8.5,0.509,0.2,0.2,0.4,-1.9,-1.0,-2.8,-0.1
147,Luka DonÃ„ÂiÃ„â€¡,7683360,8049360,20,DAL,54,33.3,9.1,0.318,9.3,0.2,1.1,8.7,4.2,28.7,27.7,0.584,5.8,2.3,8.1,7.3,1.1,8.4,4.7
148,Joe Harris,7670000,0,28,BRK,63,30.9,5.9,0.41200000000000003,4.3,0.3,0.6,2.1,1.5,13.9,12.7,0.5920000000000001,2.1,1.7,3.8,0.0,-0.5,-0.5,0.8
149,Seth Curry,7441860,7813953,29,DAL,59,24.5,5.1,0.45299999999999996,2.4,0.1,0.6,2.0,1.0,12.6,16.2,0.65,3.4,0.9,4.3,2.0,-0.7,1.4,1.2
150,Doug McDermott,7333334,7333333,28,IND,62,20.0,4.3,0.445,2.5,0.1,0.1,1.1,0.6,10.4,14.3,0.626,2.1,0.9,3.0,1.5,-1.5,0.0,0.6
151,Langston Galloway,7333333,0,28,DET,66,25.8,5.0,0.39899999999999997,2.3,0.2,0.7,1.5,0.6,10.3,12.3,0.584,2.4,0.7,3.1,0.1,-0.9,-0.8,0.5
152,Derrick Rose,7317073,7682927,31,DET,50,26.0,2.9,0.306,2.4,0.3,0.8,5.6,2.5,18.1,21.1,0.555,1.9,0.6,2.5,4.0,-1.7,2.2,1.4
153,Brandon Ingram,7265485,0,22,NOP,56,34.3,6.3,0.387,6.3,0.7,1.0,4.3,3.1,24.3,19.2,0.59,3.2,1.7,4.9,2.7,-0.3,2.4,2.1
154,D.J. Augustin,7250000,0,32,ORL,49,24.8,3.6,0.345,2.2,0.0,0.6,4.6,1.4,10.4,14.2,0.5479999999999999,1.8,0.8,2.6,-0.3,-1.0,-1.4,0.2
155,De'Andre Hunter,7068360,7422000,22,ATL,63,32.0,4.8,0.355,4.5,0.3,0.7,1.8,1.6,12.3,8.6,0.521,-0.4,0.5,0.1,-2.8,-1.8,-4.7,-1.4
156,Josh Jackson,7059480,0,22,MEM,18,19.8,4.0,0.319,3.2,0.5,1.0,1.7,1.4,10.4,14.0,0.539,0.0,0.4,0.5,-1.1,1.2,0.0,0.2
157,DÃ„Âvis BertÃ„Âns,7000000,0,27,WAS,54,29.3,8.7,0.424,4.5,0.6,0.7,1.7,1.1,15.4,15.5,0.628,3.0,0.5,3.5,2.7,-1.8,0.9,1.1
158,Ersan Ã„Â°lyasova,7000000,7000000,32,MIL,56,16.0,2.2,0.371,4.9,0.3,0.4,0.8,0.6,6.8,15.2,0.591,1.5,1.9,3.4,-0.2,0.8,0.6,0.6
159,DeMarre Carroll,6842307,6167887,33,TOT,21,11.0,1.3,0.259,2.2,0.2,0.2,0.9,0.8,3.5,8.5,0.523,0.0,0.1,0.1,-3.4,-1.1,-4.5,-0.1
160,Nemanja Bjelica,6825000,7150000,31,SAC,64,28.5,4.6,0.424,6.4,0.5,0.8,2.8,1.4,11.9,15.6,0.597,3.0,1.7,4.7,1.2,0.4,1.6,1.7
161,Jaylen Brown,6534829,22991071,23,BOS,50,34.0,5.6,0.381,6.4,0.3,1.1,2.2,2.3,20.4,17.1,0.589,2.1,2.3,4.5,1.0,-0.1,0.9,1.2
162,Jabari Parker,6500000,6500000,24,TOT,33,25.8,3.5,0.267,5.9,0.5,1.3,1.8,1.8,14.7,17.0,0.561,0.5,0.7,1.2,0.2,-0.4,-0.1,0.4
163,Ivica Zubac,6481482,7000000,22,LAC,64,18.1,0.0,0.0,7.2,0.9,0.2,1.1,0.8,8.0,21.0,0.642,3.6,2.0,5.6,1.5,1.0,2.5,1.3
164,Darius Garland,6400920,6720720,20,CLE,59,30.9,5.0,0.355,1.9,0.1,0.7,3.9,2.6,12.3,8.5,0.498,-1.3,0.0,-1.3,-2.7,-2.9,-5.6,-1.7
165,De'Aaron Fox,6392760,8099627,22,SAC,45,31.7,3.4,0.307,4.0,0.5,1.4,6.8,3.1,20.4,20.3,0.556,2.1,1.3,3.5,2.1,-0.3,1.8,1.4
166,Trae Young,6273000,6571800,21,ATL,60,35.3,9.5,0.361,4.3,0.1,1.1,9.3,4.8,29.6,23.9,0.595,5.4,0.5,5.9,6.3,-2.3,4.0,3.2
167,Montrezl Harrell,6000000,0,26,LAC,63,27.8,0.3,0.0,7.1,1.1,0.6,1.7,1.7,18.6,23.1,0.607,4.5,2.5,7.0,2.4,0.5,2.9,2.2
168,Ish Smith,5853659,6146341,31,WAS,60,26.2,2.5,0.36700000000000005,3.2,0.4,0.9,4.8,1.3,10.5,13.8,0.512,1.3,0.4,1.7,-0.3,-1.1,-1.4,0.2
169,Marco Belinelli,5846154,0,33,SAS,52,15.0,3.0,0.368,1.7,0.0,0.2,1.2,0.3,5.8,10.2,0.521,0.4,0.1,0.6,-1.0,-1.9,-2.9,-0.2
170,Jarrett Culver,5813640,6104280,20,MIN,63,23.9,3.5,0.299,3.4,0.6,0.9,1.7,1.3,9.2,9.6,0.467,-1.2,1.1,-0.1,-3.2,-0.8,-4.0,-0.8
171,Jonathan Isaac,5806440,7362566,22,ORL,32,29.7,2.8,0.33,6.9,2.4,1.6,1.4,1.5,12.0,16.9,0.542,0.4,1.9,2.3,-0.8,2.9,2.0,1.0
172,Rodney Hood,5718000,6003900,27,POR,21,29.5,3.4,0.493,3.4,0.2,0.8,1.5,0.9,11.0,12.2,0.625,0.9,0.2,1.1,-0.4,-0.5,-0.9,0.2
173,Trey Lyles,5500000,5500000,24,SAS,63,20.2,2.7,0.387,5.7,0.4,0.4,1.1,0.6,6.4,12.7,0.557,1.2,1.0,2.2,-0.5,-0.7,-1.2,0.2
174,Aron Baynes,5453280,0,33,PHO,42,22.2,4.0,0.35100000000000003,5.6,0.5,0.2,1.6,1.2,11.5,15.1,0.581,1.3,0.7,2.0,-0.2,-0.9,-1.1,0.2
175,Kris Dunn,5348007,0,25,CHI,51,24.9,2.2,0.259,3.6,0.3,2.0,3.4,1.3,7.3,12.1,0.51,0.3,2.0,2.3,-3.7,3.1,-0.6,0.4
176,Coby White,5307120,5572680,19,CHI,65,25.8,5.8,0.354,3.5,0.1,0.8,2.7,1.7,13.2,11.9,0.506,-0.4,1.4,0.9,-1.2,-1.6,-2.8,-0.3
177,Lauri Markkanen,5300400,6731508,22,CHI,50,29.8,6.3,0.344,6.3,0.5,0.8,1.5,1.6,14.7,14.3,0.56,1.1,1.6,2.6,0.2,-0.8,-0.5,0.5
178,Ryan Anderson,5214583,5214583,31,HOU,2,7.0,2.5,0.2,3.5,0.0,0.5,1.0,0.5,2.5,9.5,0.35700000000000004,0.0,0.0,0.0,-4.1,0.7,-3.4,0.0
179,Daniel Theis,5000000,5000000,27,BOS,58,23.8,1.4,0.321,6.6,1.3,0.6,1.6,0.8,9.3,18.2,0.629,3.6,2.3,5.9,0.4,1.8,2.3,1.5
180,Jaxson Hayes,4862040,5105160,19,NOP,56,17.0,0.1,0.25,4.0,0.9,0.4,0.9,0.7,7.5,17.8,0.675,2.5,1.0,3.5,-0.8,0.8,0.1,0.5
181,Buddy Hield,4861208,24431818,27,SAC,64,32.0,9.7,0.395,4.8,0.3,0.9,3.1,2.3,19.8,16.3,0.5660000000000001,1.6,1.5,3.1,2.6,-1.3,1.4,1.7
182,Frank Ntilikina,4855800,6176578,21,NYK,57,20.8,2.4,0.321,2.1,0.3,0.9,3.0,1.2,6.3,9.8,0.49700000000000005,0.1,0.8,0.9,-3.6,0.4,-3.2,-0.4
183,Ed Davis,4767000,5005350,30,UTA,25,10.7,0.0,0.0,3.8,0.4,0.4,0.3,0.5,1.3,7.3,0.425,-0.1,0.5,0.4,-5.5,1.7,-3.9,-0.1
184,Richaun Holmes,4767000,5005350,26,SAC,39,28.8,0.0,0.0,8.3,1.4,1.0,1.0,1.3,12.8,20.5,0.685,3.2,1.5,4.6,0.6,0.9,1.5,1.0
185,Frank Kaminsky,4767000,5005350,26,PHO,32,22.4,3.5,0.348,4.9,0.3,0.4,2.2,1.0,11.0,14.5,0.5539999999999999,0.8,0.6,1.4,0.2,-0.3,-0.1,0.3
186,Mike Scott,4767000,5005350,31,PHI,63,17.8,3.2,0.358,3.6,0.1,0.3,0.8,0.4,5.7,10.2,0.539,1.0,1.1,2.1,-1.2,-1.1,-2.3,-0.1
187,Avery Bradley,4767000,5005350,29,LAL,49,24.2,3.5,0.364,2.3,0.1,0.9,1.3,1.0,8.6,8.9,0.537,0.2,1.4,1.6,-2.9,0.5,-2.4,-0.1
188,Robin Lopez,4767000,5005350,31,MIL,60,14.4,1.6,0.344,2.4,0.7,0.2,0.7,0.9,5.5,11.1,0.565,0.2,1.5,1.7,-2.4,0.5,-1.9,0.0
189,JaMychal Green,4767000,5005350,29,LAC,55,20.5,3.7,0.363,6.3,0.4,0.5,0.8,0.8,6.5,10.8,0.5539999999999999,0.8,1.8,2.6,-1.4,0.6,-0.8,0.3
190,Justin Holiday,4767000,0,30,IND,65,24.9,4.4,0.424,3.2,0.6,1.2,1.3,0.6,8.4,12.7,0.598,1.7,2.2,4.0,0.0,1.7,1.6,1.5
191,Garrett Temple,4767000,5005350,33,BRK,55,28.1,6.3,0.324,3.5,0.5,0.8,2.6,1.0,10.3,10.3,0.507,0.5,1.6,2.1,-1.5,0.4,-1.1,0.4
192,Enes Kanter,4767000,5005350,27,BOS,51,17.5,0.1,0.14300000000000002,7.7,0.7,0.4,1.0,1.0,8.2,22.0,0.594,2.1,1.7,3.8,1.6,-0.1,1.5,0.8
193,Collin Sexton,4764960,4991880,21,CLE,65,33.0,3.9,0.38,3.1,0.1,1.0,3.0,2.4,20.8,16.3,0.56,2.2,0.3,2.5,0.3,-2.1,-1.8,0.1
