,Player,CurrentSalary,UpcomingSalary,Age,Tm,G,MP,3PA,3P%,TRB,BLK,STL,AST,TOV,PTS,PER,TS%,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
17266,Royce O'Neale,8035714,8678571,27,UTA,71,31.6,3.9,.385,6.8,0.5,0.8,2.5,1.2,7.0,9.9,.599,2.3,3.3,5.6,-1.3,1.7,0.4,1.4
17267,Mason Plumlee,8000000,8137500,30,DET,56,26.8,0.1,.000,9.3,0.9,0.8,3.6,1.9,10.4,18.7,.638,3.0,2.1,5.1,0.3,1.8,2.1,1.5
17268,Lou Williams,8000000,0,34,TOT,66,21.6,2.6,.399,2.1,0.1,0.7,3.4,1.6,11.3,14.0,.519,0.5,1.2,1.7,-1.1,-1.8,-2.9,-0.3
17277,P.J. Tucker,7969537,0,35,TOT,52,26.1,2.3,.336,3.9,0.4,0.8,1.2,0.8,3.7,5.5,.510,0.1,0.9,1.0,-4.5,0.2,-4.3,-0.8
17286,Tyus Jones,7965100,7522200,24,MEM,70,17.5,2.0,.321,2.0,0.1,0.9,3.7,0.7,6.3,15.0,.511,1.5,1.3,2.8,-0.2,0.6,0.4,0.8
17287,LaMelo Ball,7839960,8231760,19,CHO,51,28.8,5.1,.352,5.9,0.4,1.6,6.1,2.8,15.7,17.5,.539,1.0,1.9,2.8,1.2,0.6,1.9,1.4
17288,Seth Curry,7813953,8186047,30,PHI,57,28.7,4.9,.450,2.4,0.1,0.8,2.7,1.1,12.5,12.9,.607,2.3,1.7,4.0,-0.1,-0.8,-0.9,0.5
17289,De'Anthony Melton,7812500,8437500,22,MEM,52,20.1,4.1,.412,3.1,0.6,1.2,2.5,1.3,9.1,15.2,.568,0.7,1.5,2.2,0.6,1.4,2.0,1.0
17290,Derrick Rose,7682927,0,32,TOT,50,25.6,2.6,.388,2.6,0.4,1.0,4.2,1.6,14.7,18.3,.550,1.6,1.6,3.1,1.4,0.1,1.5,1.1
17299,Cristiano Felício,7529020,0,28,CHI,18,4.7,0.1,.000,1.4,0.0,0.2,0.5,0.2,1.3,14.7,.574,0.2,0.1,0.3,-1.0,0.7,-0.3,0.0
17300,Rajon Rondo,7500000,7500000,34,TOT,45,17.1,2.0,.404,2.4,0.1,0.8,4.4,1.8,5.4,13.2,.544,0.5,0.8,1.3,-0.6,0.3,-0.3,0.3
17309,De'Andre Hunter,7422000,7775400,23,ATL,23,29.5,4.1,.326,4.8,0.5,0.8,1.9,1.3,15.0,15.7,.603,1.2,0.6,1.7,0.8,-0.1,0.8,0.5
17310,Doug McDermott,7333333,0,29,IND,66,24.5,4.3,.388,3.3,0.1,0.3,1.3,0.8,13.6,15.6,.635,3.1,0.7,3.8,1.5,-2.1,-0.5,0.6
17311,Robin Lopez,7300000,0,32,WAS,71,19.1,0.3,.278,3.8,0.6,0.2,0.8,1.1,9.0,16.7,.661,2.8,0.9,3.7,0.3,-1.4,-1.1,0.3
17312,Jaren Jackson Jr.,7257360,9180560,21,MEM,11,23.5,5.5,.283,5.6,1.6,1.1,1.1,1.4,14.4,18.0,.551,0.2,0.5,0.7,-0.7,0.6,-0.1,0.1
17313,JaMychal Green,7199760,7559748,30,DEN,58,19.3,3.4,.399,4.8,0.4,0.4,0.9,0.9,8.1,13.6,.590,1.4,1.2,2.6,-0.4,-1.6,-2.0,0.0
17314,Nemanja Bjelica,7150000,0,32,TOT,37,16.1,2.3,.318,3.4,0.1,0.4,1.9,0.9,6.5,12.9,.554,0.5,0.3,0.9,-1.4,-1.1,-2.5,-0.1
17323,Patrick Williams,7068360,7422000,19,CHI,71,27.9,1.9,.391,4.6,0.6,0.9,1.4,1.4,9.2,10.5,.562,0.3,2.2,2.5,-2.7,0.0,-2.7,-0.3
17324,Ivica Zubac,7000000,7518518,23,LAC,72,22.3,0.1,.250,7.2,0.9,0.3,1.3,1.1,9.0,19.1,.693,4.8,2.1,6.9,0.7,0.0,0.7,1.1
17325,Darius Miller,7000000,0,30,OKC,18,10.9,2.3,.405,1.3,0.3,0.7,1.2,0.4,4.1,15.9,.685,0.4,0.2,0.6,1.2,2.7,3.9,0.3
17326,Aron Baynes,6975610,7324390,34,TOR,53,18.5,1.9,.262,5.2,0.4,0.3,0.9,0.9,6.1,10.5,.503,0.1,0.9,1.0,-3.5,-1.3,-4.7,-0.7
17327,Lauri Markkanen,6731508,0,23,CHI,51,25.8,5.8,.402,5.3,0.3,0.5,0.9,1.0,13.6,15.2,.619,1.7,1.3,3.0,1.3,-1.3,0.0,0.7
17328,Darius Garland,6720720,7040880,21,CLE,54,33.1,4.9,.395,2.4,0.1,1.2,6.1,3.0,17.4,14.2,.547,0.3,0.9,1.2,0.2,-1.8,-1.6,0.1
17329,D.J. Augustin,6666667,7000000,33,TOT,57,19.8,3.8,.382,1.6,0.0,0.5,3.3,1.1,7.7,12.1,.570,1.5,0.5,2.1,-0.5,-1.6,-2.1,0.0
17338,Trae Young,6571800,8326471,22,ATL,63,33.7,6.3,.343,3.9,0.2,0.8,9.4,4.1,25.3,23.0,.589,5.9,1.3,7.2,5.4,-1.7,3.6,3.0
17357,Juan Hernangómez,6493000,7012440,25,MIN,52,17.3,3.2,.327,3.9,0.1,0.4,0.7,0.5,7.2,12.1,.549,0.6,0.5,1.1,-1.3,-2.1,-3.3,-0.3
17358,Chris Boucher,6490385,7009615,28,TOR,60,24.2,3.9,.383,6.7,1.9,0.6,1.1,0.8,13.6,21.9,.634,4.0,2.1,6.1,2.8,0.1,2.9,1.8
17359,Isaac Okoro,6400920,6720720,20,CLE,67,32.4,3.2,.290,3.1,0.4,0.9,1.9,1.3,9.6,7.9,.514,-0.1,1.0,0.9,-4.2,-0.8,-5.0,-1.6
17360,Frank Ntilikina,6176578,0,22,NYK,33,9.8,1.5,.479,0.9,0.1,0.5,0.6,0.3,2.7,7.7,.512,0.0,0.5,0.5,-4.6,2.2,-2.4,0.0
17361,Ish Smith,6146341,0,32,WAS,44,21.0,1.1,.367,3.4,0.3,0.7,3.9,0.9,6.7,11.6,.473,0.2,0.9,1.1,-2.0,0.2,-1.9,0.0
17362,Jarrett Culver,6104280,6395160,21,MIN,34,14.7,1.6,.245,3.1,0.3,0.5,0.7,0.8,5.3,8.8,.476,-0.4,0.3,-0.1,-4.8,-1.8,-6.6,-0.6
17363,Alec Burks,6000000,0,29,NYK,49,25.6,5.0,.415,4.6,0.3,0.6,2.2,1.0,12.7,14.8,.564,1.5,1.8,3.3,0.6,0.3,0.9,0.9
17364,Mo Bamba,5969040,7568742,22,ORL,46,15.8,2.6,.322,5.8,1.3,0.3,0.8,0.8,8.0,19.3,.556,0.7,1.1,1.8,0.1,-0.1,0.0,0.4
17365,Onyeka Okongwu,5813640,6104280,20,ATL,50,12.0,0.1,.000,3.3,0.7,0.5,0.4,0.6,4.6,16.8,.655,1.1,0.8,1.9,-2.2,0.9,-1.3,0.1
17366,Justin Holiday,5720400,6006420,31,IND,72,30.3,6.3,.382,3.6,0.6,1.0,1.7,0.8,10.5,10.4,.571,1.4,1.8,3.1,-0.7,-0.4,-1.1,0.5
17367,Dennis Smith Jr.,5686677,0,23,TOT,23,18.3,2.5,.328,2.4,0.6,1.0,3.3,1.1,6.7,13.6,.492,0.1,0.5,0.6,-1.3,1.5,0.2,0.2
17376,Avery Bradley,5635000,5916750,30,TOT,27,22.3,3.7,.327,2.1,0.1,0.8,1.7,1.0,6.4,6.3,.487,-0.5,0.4,-0.1,-4.9,-0.8,-5.7,-0.6
17385,Coby White,5572680,5837760,20,CHI,69,31.2,6.6,.359,4.1,0.2,0.6,4.8,2.3,15.1,12.0,.540,0.7,1.7,2.4,-1.1,-1.4,-2.6,-0.3
17386,Trey Lyles,5500000,0,25,SAS,23,15.6,1.7,.350,3.7,0.0,0.3,0.6,0.3,5.0,11.4,.574,0.3,0.3,0.6,-1.2,-0.7,-1.9,0.0
17387,Wendell Carter Jr.,5448840,6920027,21,TOT,54,25.5,0.9,.294,8.2,0.8,0.6,1.9,1.4,11.2,16.7,.566,1.7,1.7,3.4,-1.0,-0.5,-1.5,0.1
17396,Malik Monk,5345687,0,22,CHO,42,20.9,5.0,.401,2.4,0.1,0.5,2.1,1.3,11.7,13.6,.569,0.5,0.5,1.0,0.3,-2.3,-1.9,0.0
17397,Killian Hayes,5307120,5572680,19,DET,26,25.8,2.8,.278,2.7,0.4,1.0,5.3,3.2,6.8,5.3,.422,-1.8,0.6,-1.1,-6.3,-1.0,-7.3,-0.9
17398,Luke Kennard,5273826,12727273,24,LAC,63,19.6,3.6,.446,2.6,0.1,0.4,1.7,0.8,8.3,12.7,.608,1.6,1.1,2.7,0.3,-1.0,-0.6,0.4
17399,Donovan Mitchell,5195501,28103550,24,UTA,53,33.4,8.7,.386,4.4,0.3,1.0,5.2,2.8,26.4,21.3,.569,3.9,2.2,6.2,4.1,-0.6,3.5,2.5
17400,Bam Adebayo,5115492,28103550,23,MIA,64,33.5,0.1,.250,9.0,1.0,1.2,5.4,2.6,18.7,22.7,.626,5.6,3.2,8.8,2.9,1.9,4.7,3.6
17401,Jaxson Hayes,5105160,5348280,20,NOP,60,16.1,0.2,.429,4.3,0.6,0.4,0.6,0.7,7.5,19.1,.675,2.6,1.0,3.5,0.6,-0.1,0.5,0.6
17402,Justin Jackson,5029650,0,25,TOT,34,17.0,3.4,.308,2.3,0.1,0.4,1.5,0.9,7.2,10.4,.516,-0.1,0.3,0.2,-2.1,-1.1,-3.2,-0.2
17411,Richaun Holmes,5005350,0,27,SAC,61,29.2,0.2,.182,8.3,1.6,0.6,1.7,1.2,14.2,20.2,.669,4.7,1.4,6.1,0.6,-0.3,0.3,1.0
17412,Enes Kanter,5005350,0,28,POR,72,24.4,0.1,.250,11.0,0.7,0.5,1.2,1.1,11.2,22.4,.636,5.7,1.7,7.5,2.0,-1.8,0.2,1.0
17413,Mike Scott,5005350,0,32,PHI,51,16.7,3.0,.342,2.4,0.3,0.5,0.8,0.4,4.2,6.8,.492,-0.1,1.1,1.0,-3.2,0.1,-3.1,-0.2
17414,Ed Davis,5005350,0,31,MIN,23,13.0,0.0,0,5.0,0.6,0.6,0.9,0.3,2.1,13.1,.487,0.5,0.4,0.8,-3.5,0.7,-2.9,-0.1
17415,Rodney McGruder,5000000,5370370,29,DET,16,12.1,1.5,.458,1.4,0.1,0.5,1.0,0.4,5.7,16.1,.619,0.3,0.2,0.5,0.9,-0.2,0.7,0.1
17416,Nerlens Noel,5000000,0,26,NYK,64,24.2,0.0,.000,6.4,2.2,1.1,0.7,1.0,5.1,14.8,.638,1.6,3.6,5.2,-2.5,3.5,1.0,1.2
17417,Daniel Theis,5000000,0,28,TOT,65,24.6,2.3,.322,5.5,0.9,0.6,1.7,1.0,9.6,15.0,.609,2.4,1.8,4.3,-0.6,0.5,-0.2,0.7
17426,Collin Sexton,4991880,6349671,22,CLE,60,35.3,4.4,.371,3.1,0.2,1.0,4.4,2.8,24.3,18.0,.573,2.6,0.9,3.5,1.9,-1.9,0.0,1.0
17427,Pat Connaughton,4938272,5333333,28,MIL,69,22.8,3.9,.371,4.8,0.3,0.7,1.2,0.5,6.8,11.3,.578,1.8,1.7,3.5,-0.4,0.1,-0.4,0.6
17428,Obi Toppin,4862040,5105160,22,NYK,62,11.0,1.4,.306,2.2,0.2,0.3,0.5,0.4,4.1,12.7,.574,0.5,1.0,1.5,-1.5,0.5,-1.0,0.2
17429,Kevon Looney,4821429,5178572,24,GSW,61,19.0,0.3,.235,5.3,0.4,0.3,2.0,0.6,4.1,11.9,.575,2.0,1.4,3.4,-1.9,0.5,-1.5,0.2
17430,Josh Jackson,4767000,5005350,23,DET,62,25.2,4.1,.300,4.1,0.8,0.9,2.3,2.3,13.4,12.0,.516,-1.6,1.7,0.1,-2.4,-0.8,-3.3,-0.5
17431,Garrett Temple,4767000,0,34,CHI,56,27.3,3.6,.335,2.9,0.5,0.8,2.2,1.0,7.6,8.2,.525,0.2,1.4,1.6,-3.3,-0.1,-3.5,-0.6
17432,Kris Dunn,4767000,5005350,26,ATL,4,11.3,0.5,.000,1.5,0.5,0.5,0.5,0.8,1.3,-5.7,.182,-0.2,0.1,-0.2,-13.9,0.0,-13.9,-0.1
17435,Rui Hachimura,4692840,4916160,22,WAS,57,31.5,2.4,.328,5.5,0.1,0.8,1.4,1.2,13.8,11.4,.549,0.7,1.4,2.1,-2.0,-1.4,-3.5,-0.7
17436,Denzel Valentine,4642800,0,27,CHI,62,16.7,3.9,.331,3.2,0.1,0.5,1.7,0.7,6.5,10.1,.479,-0.4,1.1,0.7,-2.1,-0.8,-2.9,-0.3
17437,Kevin Knox,4588680,5845978,21,NYK,42,11.0,2.1,.393,1.5,0.1,0.3,0.5,0.4,3.9,9.1,.537,0.0,0.6,0.6,-1.5,-0.2,-1.7,0.0
17438,D.J. Wilson,4548280,0,24,TOT,35,12.4,2.5,.345,3.2,0.5,0.3,0.7,0.6,5.2,11.5,.511,-0.2,0.5,0.3,-2.8,-0.7,-3.5,-0.2
17447,Deni Avdija,4469160,4692840,20,WAS,54,23.3,3.1,.315,4.9,0.3,0.6,1.2,0.6,6.3,7.6,.515,0.0,1.2,1.2,-3.6,-0.3,-3.9,-0.6
17448,Cam Reddish,4458000,4670160,21,ATL,26,28.8,4.8,.262,4.0,0.3,1.3,1.3,1.3,11.2,9.3,.488,-0.3,0.7,0.4,-3.2,-0.4,-3.6,-0.3
17449,Mikal Bridges,4359000,5557725,24,PHO,72,32.6,4.4,.425,4.3,0.9,1.1,2.1,0.8,13.5,16.4,.667,5.4,2.6,8.0,2.2,0.8,3.0,3.0
17450,T.J. Leaf,4326825,0,23,POR,7,5.0,0.0,0,0.7,0.1,0.3,0.1,0.3,1.7,11.2,.551,0.0,0.0,0.0,-4.3,1.2,-3.2,0.0
17451,Jalen Smith,4245720,4458000,20,PHO,27,5.8,0.6,.235,1.4,0.2,0.0,0.1,0.3,2.0,8.4,.499,-0.1,0.2,0.1,-4.8,-1.4,-6.2,-0.2
17452,Cameron Johnson,4235160,4437000,24,PHO,60,24.0,5.6,.349,3.3,0.3,0.6,1.4,0.7,9.6,11.8,.563,1.2,1.4,2.6,0.0,-0.6,-0.6,0.5
17453,JaVale McGee,4200000,0,33,TOT,46,14.7,0.5,.208,5.2,1.2,0.4,0.8,1.3,7.3,17.0,.541,-0.1,1.1,1.0,-3.2,1.0,-2.1,0.0
17462,Reggie Bullock,4200000,0,29,NYK,65,30.0,6.1,.410,3.4,0.2,0.8,1.5,0.7,10.9,11.1,.606,2.3,2.3,4.6,-0.8,0.6,-0.1,0.9
17463,Shai Gilgeous-Alexander,4141320,5495532,22,OKC,35,33.7,4.9,.418,4.7,0.7,0.8,5.9,3.0,23.7,21.6,.623,2.7,0.8,3.5,3.8,0.0,3.8,1.7
17464,John Collins,4137302,0,23,ATL,63,29.3,3.3,.399,7.4,1.0,0.5,1.2,1.3,17.6,20.6,.645,4.8,1.9,6.7,2.5,-0.4,2.1,1.9
17465,Nicolò Melli,4097561,0,30,TOT,45,12.6,1.9,.271,2.7,0.1,0.3,1.0,0.3,3.0,7.9,.441,0.1,0.5,0.6,-3.5,-0.1,-3.6,-0.2
17474,Devin Vassell,4033440,4235160,20,SAS,62,17.0,2.4,.347,2.8,0.3,0.7,0.9,0.4,5.5,10.6,.524,0.4,1.1,1.5,-2.5,0.6,-1.9,0.1
17475,P.J. Washington,4023600,4215120,22,CHO,64,30.5,4.5,.386,6.5,1.2,1.1,2.5,2.0,12.9,13.4,.549,0.3,2.4,2.7,-1.4,0.3,-1.1,0.5
17476,Willie Cauley-Stein,4000000,4200000,27,DAL,53,17.1,0.2,.091,4.5,0.8,0.4,0.7,0.5,5.3,14.3,.647,1.6,1.2,2.8,-2.2,0.6,-1.6,0.1
17477,Dorian Finney-Smith,4000000,4000000,27,DAL,60,32.0,5.0,.394,5.4,0.4,0.9,1.7,0.8,9.8,12.0,.609,2.8,1.6,4.4,0.1,-0.1,-0.1,0.9
17478,Patrick McCaw,4000000,0,25,TOR,5,6.6,0.0,0,0.6,0.0,0.4,0.8,0.0,1.0,12.0,1.078,0.1,0.0,0.1,-2.5,3.5,1.0,0.0
17479,Terrance Ferguson,3944013,0,22,PHI,13,3.8,0.4,.000,0.1,0.0,0.1,0.2,0.3,0.2,-7.1,.143,-0.2,0.0,-0.2,-12.1,-2.7,-14.8,-0.2
17480,Miles Bridges,3934320,5421493,22,CHO,66,29.3,4.4,.400,6.0,0.8,0.7,2.2,1.6,12.7,14.7,.625,2.4,1.9,4.2,0.2,0.0,0.2,1.0
17481,Jarrett Allen,3909902,0,22,TOT,63,29.6,0.3,.316,10.0,1.4,0.5,1.7,1.6,12.8,20.1,.661,4.3,2.1,6.4,1.4,-0.4,0.9,1.4
17490,OG Anunoby,3872215,16071429,23,TOR,43,33.3,6.1,.398,5.5,0.7,1.5,2.2,1.7,15.9,15.4,.605,1.5,1.6,3.1,0.6,0.3,1.0,1.1
17491,Gabriel Deck,3870000,3670000,25,OKC,10,21.2,1.5,.133,4.0,0.0,0.8,2.4,0.6,8.4,16.1,.548,0.4,0.1,0.5,-0.3,-0.1,-0.4,0.1
17492,Tyrese Haliburton,3831840,4023600,20,SAC,58,30.1,5.1,.409,3.0,0.5,1.3,5.3,1.6,13.0,16.2,.585,2.8,0.7,3.5,1.9,-0.9,1.1,1.4
17493,Tyler Herro,3822240,4004280,21,MIA,54,30.3,5.5,.360,5.0,0.3,0.6,3.4,1.9,15.1,13.3,.543,0.1,1.6,1.7,-0.5,-1.1,-1.6,0.2
17494,Stanley Johnson,3801000,0,24,TOR,61,16.5,2.2,.328,2.5,0.3,0.9,1.5,0.9,4.4,8.8,.519,-0.1,1.1,1.0,-3.6,1.0,-2.6,-0.1
17495,Jake Layman,3761085,3940184,26,MIN,45,13.9,1.7,.295,1.5,0.4,0.6,0.6,0.6,5.1,11.4,.577,0.2,0.5,0.7,-2.6,-0.1,-2.7,-0.1
17496,Jerome Robinson,3737520,0,23,WAS,17,17.9,2.5,.262,2.2,0.4,0.7,1.5,1.1,4.9,4.1,.400,-0.7,0.3,-0.4,-6.5,-1.1,-7.6,-0.4
17497,Danuel House,3717000,3894000,27,HOU,36,25.9,4.3,.346,3.7,0.4,0.6,1.9,1.0,8.8,9.1,.525,0.0,0.5,0.5,-2.7,-0.5,-3.1,-0.3
17498,Kira Lewis Jr.,3640200,3822240,19,NOP,54,16.7,2.2,.333,1.3,0.2,0.7,2.3,0.6,6.4,10.3,.477,0.2,0.6,0.9,-3.2,-0.5,-3.8,-0.4
17499,Romeo Langford,3631200,3804360,21,BOS,18,15.7,1.0,.278,1.9,0.3,0.3,0.7,0.6,3.1,5.1,.436,-0.2,0.2,0.0,-4.9,0.0,-5.0,-0.2
17500,Facundo Campazzo,3623000,3804150,29,DEN,65,21.9,3.3,.352,2.1,0.2,1.2,3.6,1.1,6.1,11.6,.558,1.6,1.5,3.1,-1.7,1.0,-0.8,0.5
17501,Maurice Harkless,3623000,0,27,TOT,37,20.9,2.3,.274,2.4,0.5,0.8,1.2,0.6,5.2,8.1,.527,0.2,0.4,0.6,-3.9,-0.2,-4.0,-0.4
17510,Bobby Portis,3623000,3804150,25,MIL,66,20.8,2.4,.471,7.1,0.4,0.8,1.1,0.8,11.4,19.9,.598,2.8,2.0,4.8,2.0,-0.6,1.4,1.2
17511,Wesley Matthews,3623000,0,34,LAL,58,19.5,3.4,.335,1.6,0.3,0.7,0.9,0.4,4.8,7.2,.517,0.2,1.5,1.7,-3.1,0.6,-2.4,-0.1
17512,Kyle Kuzma,3562178,13000000,25,LAL,68,28.7,5.6,.361,6.1,0.6,0.5,1.9,1.7,12.9,12.7,.546,0.4,2.9,3.3,-0.3,-0.4,-0.7,0.6
17513,Michael Porter Jr.,3550800,5258735,22,DEN,61,31.3,6.3,.445,7.3,0.9,0.7,1.1,1.3,19.0,20.6,.663,4.8,2.1,6.9,3.9,-1.0,3.0,2.4
17514,Jevon Carter,3549383,3833333,25,PHO,60,12.0,2.5,.371,1.5,0.2,0.5,1.2,0.3,4.1,12.2,.548,0.7,0.8,1.6,-0.6,1.1,0.5,0.5
17515,Tony Bradley,3542060,0,23,TOT,42,16.3,0.1,.000,5.7,0.7,0.4,0.9,0.8,7.1,20.7,.678,1.8,1.0,2.7,1.1,0.1,1.2,0.6
17524,Derrick White,3516284,15178571,26,SAS,36,29.6,6.8,.346,3.0,1.0,0.7,3.5,1.3,15.4,15.0,.550,1.0,0.9,1.9,1.1,0.0,1.1,0.8
17525,Boban Marjanović,3500000,0,32,DAL,33,8.2,0.2,.125,3.9,0.2,0.1,0.3,0.4,4.7,22.6,.562,0.7,0.3,1.0,1.6,-2.7,-1.1,0.1
17526,T.J. McConnell,3500000,0,28,IND,69,26.0,0.7,.313,3.7,0.3,1.9,6.6,2.0,8.6,16.9,.583,2.6,2.2,4.8,-0.1,1.6,1.5,1.6
17527,Josh Hart,3491159,0,25,NOP,47,28.7,4.1,.326,8.0,0.3,0.8,2.3,1.0,9.2,12.2,.566,1.4,1.3,2.7,-1.1,0.0,-1.1,0.3
17528,Aaron Nesmith,3458400,3631200,21,BOS,46,14.5,2.3,.370,2.8,0.2,0.3,0.5,0.5,4.7,9.4,.573,0.5,0.6,1.1,-2.9,-0.4,-3.2,-0.2
17529,Sekou Doumbouya,3449400,3613680,20,DET,56,15.5,2.1,.226,2.6,0.2,0.4,0.8,0.8,5.1,6.9,.459,-0.9,0.7,-0.2,-5.4,-1.7,-7.0,-1.1
17530,Troy Brown Jr.,3372840,5170564,21,TOT,34,15.4,2.1,.314,3.1,0.2,0.3,0.9,0.6,4.7,8.5,.525,0.0,0.5,0.5,-3.3,-1.0,-4.3,-0.3
17539,James Ennis,3300000,0,30,ORL,41,24.0,2.5,.433,4.0,0.2,0.8,1.5,0.9,8.4,12.5,.613,1.3,0.7,2.0,-1.9,-0.2,-2.1,0.0
17540,Cole Anthony,3285120,3449400,20,ORL,47,27.1,3.7,.337,4.7,0.4,0.6,4.1,2.3,12.9,12.1,.496,-0.9,0.9,0.0,-2.0,-1.3,-3.3,-0.4
17541,Trey Burke,3174603,3333333,28,DAL,62,14.7,2.6,.354,0.9,0.1,0.6,1.3,0.5,6.6,12.6,.544,0.7,0.7,1.4,-1.3,-0.7,-2.0,0.0
17542,Austin Rivers,3174603,0,28,TOT,36,23.5,4.1,.369,2.3,0.1,0.8,2.3,1.0,7.9,9.9,.551,0.4,0.9,1.3,-2.1,-0.1,-2.2,0.0
17551,Chuma Okeke,3121080,3277080,22,ORL,45,25.2,3.1,.348,4.0,0.5,1.1,2.2,0.8,7.8,11.8,.511,0.3,1.0,1.3,-1.8,0.4,-1.4,0.2
17552,Isaiah Stewart,3121080,3277080,19,DET,68,21.4,0.9,.333,6.7,1.3,0.6,0.9,1.0,7.9,16.4,.597,1.9,2.1,4.0,-1.6,0.4,-1.2,0.3
17553,Nickeil Alexander-Walker,3113160,3261480,22,NOP,46,21.9,4.8,.347,3.1,0.5,1.0,2.2,1.5,11.0,12.5,.522,-0.3,1.0,0.7,-1.4,-0.2,-1.6,0.1
17556,Donte DiVincenzo,3044160,4675830,24,MIL,66,27.5,5.2,.379,5.8,0.2,1.1,3.1,1.4,10.4,13.0,.542,1.5,2.1,3.6,-0.3,0.2,-0.1,0.9
17557,Michael Carter-Williams,3000000,3000000,29,ORL,31,25.8,2.0,.246,4.5,0.5,0.8,4.2,2.2,8.8,9.5,.449,-1.1,0.6,-0.5,-4.5,-0.1,-4.6,-0.5
17576,Ryan Arcidiacono,3000000,3000000,26,CHI,44,10.2,1.5,.373,1.5,0.0,0.2,1.3,0.2,3.1,9.8,.541,0.5,0.4,0.9,-2.7,0.2,-2.5,-0.1
17577,Aleksej Pokusevski,2964840,3113160,19,OKC,45,24.2,4.6,.280,4.7,0.9,0.4,2.2,2.2,8.2,6.1,.430,-2.9,1.0,-1.9,-5.2,-0.7,-5.9,-1.1
17578,Goga Bitadze,2957520,3098400,21,IND,45,12.5,1.8,.253,3.3,1.3,0.2,0.8,0.4,5.1,16.3,.523,0.7,0.8,1.5,-1.9,0.8,-1.2,0.1
17579,Lonnie Walker,2892000,4447896,22,SAS,60,25.4,4.7,.355,2.6,0.3,0.5,1.7,1.1,11.2,9.8,.523,-0.5,0.9,0.4,-2.2,-1.7,-3.8,-0.7
17582,Luka Šamanić,2824320,2959080,21,SAS,33,9.3,1.3,.279,2.1,0.2,0.2,0.5,0.6,3.7,9.8,.518,-0.2,0.3,0.1,-4.3,-0.9,-5.1,-0.2
17583,Josh Green,2816760,2957520,20,DAL,39,11.4,0.6,.160,2.0,0.1,0.4,0.7,0.4,2.6,8.8,.490,0.1,0.4,0.5,-3.6,0.0,-3.7,-0.2
17584,Kevin Huerter,2761920,4253357,22,ATL,69,30.8,5.6,.363,3.3,0.3,1.2,3.5,1.1,11.9,12.2,.541,1.9,1.7,3.6,-0.7,0.1,-0.6,0.8
17585,Alex Caruso,2750000,0,26,LAL,58,21.0,2.4,.401,2.9,0.3,1.1,2.8,1.3,6.4,11.1,.547,0.3,2.1,2.4,-2.5,2.3,-0.2,0.6
17586,Matisse Thybulle,2711280,2840160,23,PHI,65,20.0,2.2,.301,1.9,1.1,1.6,1.0,0.5,3.9,10.1,.508,0.1,2.7,2.8,-2.7,4.3,1.6,1.2
17587,Saddiq Bey,2689920,2824320,21,DET,70,27.3,6.6,.380,4.5,0.2,0.7,1.4,0.9,12.2,12.6,.567,1.6,1.7,3.3,0.3,-1.1,-0.8,0.6
17588,Josh Okogie,2651040,4087904,22,MIN,59,20.3,1.8,.269,2.6,0.5,0.9,1.1,0.7,5.4,9.1,.524,0.5,0.8,1.3,-3.9,0.1,-3.7,-0.5
17589,Vincent Poirier,2619207,0,27,PHI,10,3.9,0.1,.000,1.4,0.3,0.0,0.2,0.4,0.8,1.6,.273,-0.2,0.1,-0.1,-11.4,-3.2,-14.6,-0.1
17590,Brandon Clarke,2602920,2726880,24,MEM,59,24.0,1.3,.260,5.6,0.9,1.0,1.6,0.6,10.3,17.3,.560,2.2,2.0,4.2,0.3,1.0,1.3,1.2
17591,Precious Achiuwa,2582160,2711280,21,MIA,61,12.1,0.0,.000,3.4,0.5,0.3,0.5,0.7,5.0,14.2,.550,0.3,1.0,1.3,-3.5,-0.9,-4.5,-0.5
17592,Marc Gasol,2564753,2692991,36,LAL,52,19.1,2.3,.410,4.1,1.1,0.5,2.1,1.0,5.0,12.2,.606,0.8,1.9,2.8,-1.2,3.3,2.1,1.0
17593,Carmelo Anthony,2564753,0,36,POR,69,24.5,4.7,.409,3.1,0.6,0.7,1.5,0.9,13.4,14.6,.547,1.7,0.8,2.6,0.1,-1.6,-1.5,0.2
17594,Dwight Howard,2564753,0,35,PHI,69,17.3,0.3,.250,8.4,0.9,0.4,0.9,1.6,7.0,17.8,.610,1.3,2.6,4.0,-2.2,0.3,-1.9,0.0
17613,Udonis Haslem,2564753,0,40,MIA,1,3.0,0.0,0,1.0,0.0,0.0,0.0,0.0,4.0,54.6,1.000,0.0,0.0,0.0,24.1,7.0,31.1,0.0
17614,Jared Dudley,2564753,0,35,LAL,12,6.8,0.5,.333,1.8,0.1,0.1,0.4,0.2,0.5,4.4,.333,0.0,0.1,0.1,-4.5,-0.2,-4.7,-0.1
17617,Jeff Green,2564753,0,34,BRK,68,27.0,3.7,.412,3.9,0.4,0.5,1.6,0.8,11.0,13.0,.624,2.9,1.2,4.1,0.0,-1.0,-1.0,0.5
17618,Grayson Allen,2545320,4054695,25,MEM,50,25.2,5.5,.391,3.2,0.2,0.9,2.2,1.0,10.6,12.8,.586,1.5,1.2,2.7,-0.4,-0.1,-0.5,0.5
